,0
725,how do we do that manually
726,What are triggers for
727,what action in database you used it
728,What is cross join  Have you ever implemented Ref an Out objects in C
729,What are extension methods
730,What are enumerable types in C
731,What are filters
732,What are design patterns an
733,how you used in project
734,What is dependency injectio
735,How can we retrievemultiple tables from databa
736,ltdiv classtitlegtltpgtISF Applications Developmentltpgtltdivgt
737,What are the different ways could you make the ISF Applications Development text appear with a yellow background Give as many as you kno
738, Write a function that calculates the sales tax rate in  given the sticker price and actual amount paid
739, Write a function for validating an email address that meets the following minimum requirements at least 10 characters 1 lowercase letter 1 uppercase letter 1 number and no sequential lowercase letters
740,net application to MVC 6
741, 
742,How will you improve the performance of the applicatio
743,How does an angular application wor
744,1
745,What is Type Script
746,how do you consume rest API in angular3
747,what is scope in angular
748,how do you manage request in rest API5Explain MVC6Role based securities7explain about your last projec
749, find all element p tags on page which they dont have any classstyling3
750, Given the following html snippet     96    Normal  0        10   0  2    false  false  false    ENUS  ZHCN  XNONE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Style Definitions table
751,0ptltdiv classtitlegt ltpgtISF Applications Developmentltpgtltdivgt
752,What are the different ways could you make the ISF ApplicationsDevelopment text appear with a yellow background Give as many as you kno
753,addClass assume we havethe css class yellowClass for the p tag p
754, ltp class yellowClassgtISF ApplicationsDevelopmentltpgtProblem 2 Write a function that calculates thesales tax rate in  given the sticker price and actual amount paid
755,By considering the terms in the Fibonacci sequence whose values do notexceed four million write a function that will find the sum of the evenvaluedterms
756,1Current Project2 Triggers in SQL3OOPS Concept4SSIS Experience5Explain 
757,what is SSIS package6Explain 
758,what variables in SSIS and 
759,what are the types of variables in SSIS7Role based Authenticatio
760,Whats exception handle
761,How to handle http request 
762,How to do custom Routing in MVC or AngularJ
763, Lock function9
764, Routing Virtual Routing Routing Manager in MVC11
765, WCF service create consume deploy
766,Why cdesign patterns and explanationArchitectur
767,how did you implement Code first approachdesign paradigmTDDLINQJasminemultithreadingdependency injectio
768,How to add new row into the table using code first approachinterface and abstract classtemp table and temp variableAction filtersException handlingsingleton session management techniques in MVCpartial view and view differencesHTML helpersMVC request flo
769,Current Project Role Responsibilities and technologies useda
770,Worked as both front end and back end devb
771,Used Angular JSCSSHTML5 JavaScript C MVC2
772,Angular JSa
773,C MVC LINQSQL Servera
774,MVC Page life cycleb
775,LINQ Advantages over Ado
776,s1 fontkerning noneQuestion 1 Write a function to find the longest common prefix string amongst an array of strings
777,substring0i                                   return prefix    else     return strs0     Question 2 given trade table 
778,how do you retrieve newest versiontblTrad
779, Implement Abstract class and interface inherit the interface to Abstract class and implement the methodsJavascript4
780, 
781,what is Secured API
782, 
783,How did you consume the Web Api in Angularjs1
784, Joins in SQL12
785,NETMVCa
786,NETMVClifecycle diff Action result partial view
787,What are the frameworks you used todo for client side and server sid
788,Interviewer 1Tell me about yourselfWalk me through your recent project
789,What enhancements did you make on this project
790,What was the difficult thing you faced during this projec
791,what technology have you learntby yourselfSQLDifferencebtw truncate and delete which makes identity to resetQuestions on indexesIf you have one stored procedure then
792,how do u call other stored procedure while executing it
793,how to test your stored procedure
794,how do you get tocount the columns if you donthave a primary key in it but just first nameand second name I told wecan use rank column such as using row_number
795,what is a cross join and where did use itdid you work on getting XML data in sql  I said Inever tried it but given a chance i would like to try 
796,MVC 
797,what version of MVCyou used
798,what is action resulttell me about qualitiesof MVC
799,what is dependencyinjection
800,whats new in mvc5
801,what design patterns you know
802,what are extensionmethods
803,what is routingdiff btw view and a partial view Have you used the partial view in your application and whereCtell me 
804,what you know about interfacesInterviewer 2Tell me about yoursel
805,how good you understand financial terms as it is a financial company
806,what table you used in your projecttold me to write a query  we have customertable and another tabl
807,how dou get top 5 values by joining those tables
808,what is the default typein joinsalso told me to write a logic on getting profit or lossdepending on my project tablescdifference between value and reference typewhich type is a stringand 
809,wh
810,what is polymorphismInterviewer 3gone through about myself
811,what are html helpersdiffencebetween dataset and datareader
812,what is the difference between webform state management and mvcstate managementgiven a query on sqlcase and 
813,what it returnsSELECT ID WHEN NullNull THEN yes  FROM EMPLOYEEMy answer I identify as isNULL which was correctAnother querySelect DEPARTMENT sumSALARY Total_Salary from employee group by DEPARTMENT having sumSALARY gt800000My answer we should give group by DepartmentHave you worked on query optimizationHave you worked on support calls ssrsIf you are alone in the office who do u approach first if you get any support ca
814,Interviewer 1Tell me about yourselfWalk me through your recent project
815,What enhancements did you make on this project
816,What was the difficult thing you faced during this projec
817,what technology have you learntby yourselfSQLDifferencebtw truncate and delete which makes identity to resetQuestions on indexesIf you have one stored procedure then
818,how do u call other stored procedure while executing it
819,how to test your stored procedure
820,how do you get tocount the columns if you donthave a primary key in it but just first nameand second name I told wecan use rank column such as using row_number
821,what is a cross join and where did use itdid you work on getting XML data in sql  I said Inever tried it but given a chance i would like to try 
822,MVC 
823,what version of MVCyou used
824,what is action resulttell me about qualitiesof MVC
825,what is dependencyinjection
826,whats new in mvc5
827,what design patterns you know
828,what are extensionmethods
829,what is routingdiff btw view and a partial view Have you used the partial view in your application and whereCtell me 
830,what you know about interfacesInterviewer 2Tell me about yoursel
831,how good you understand financial terms as it is a financial company
832,what table you used in your projecttold me to write a query  we have customertable and another tabl
833,how dou get top 5 values by joining those tables
834,what is the default typein joinsalso told me to write a logic on getting profit or lossdepending on my project tablescdifference between value and reference typewhich type is a stringand 
835,wh
836,what is polymorphismInterviewer 3gone through about myself
837,what are html helpersdiffencebetween dataset and datareader
838,what is the difference between webform state management and mvcstate managementgiven a query on sqlcase and 
839,what it returnsSELECT ID WHEN NullNull THEN yes  FROM EMPLOYEEMy answer I identify as isNULL which was correctAnother querySelect DEPARTMENT sumSALARY Total_Salary from employee group by DEPARTMENT having sumSALARY gt800000My answer we should give group by DepartmentHave you worked on query optimizationHave you worked on support calls ssrsIf you are alone in the office who do u approach first if you get any support ca
840,Describe the similarities and differences between an abstract class and an interface
841,What collection can be used to store elements of different type
842,How to design the Node type of any complex data structure
843,How to determine the type of an unknown object at run timeGiven a table named Employee and the following table schemaEmpId EmpName Month BonusWrite a query that returns those employees who received a bonus in June only
844,What happens when a Valuetyped object is passed as argument to a method 
845,What when it is a ReferenceTypeSay that you have a database query that runs smooth
846, Then the next day the same query is running very slow
847, 
848,What problem in the database could this be an indication o
849,What is WebAP
850,what is const and readonly in cAgile Scrumrole of modules in angular2databinding in angular2
851,what is variables access modifier by default in typescriptdependency injection in angular2unit testing in angular
852,how to test backend api using angular
853,They started asking me about my recent project 
854,why angularjs framework for testing dependency injection framework for dependency injection
855,what are features of restful services 
856,what are rest principles 
857,why entity framework pros and con
858,how i was interacting with the team tool used for the same 
859,what would be your first approach when you hear any issue 
860,what was the biggest challenge faced during previous project stored procedure with entity framework 
861,what are triggers 
862,what framework used for logging 
863,why and
864,what services used in angular
865,Tell me about yourselfsql 
866,what are triggers diff btwn truncate and delete scenario based diff btwn function and stored procedur
867,what is delegate dependency injection multicast delegate
868,how to implement token based security 
869,why entity framework
870,how do you make a function asynchronous diff btwnasync and await keywords 
871,why restapi
872,why angularjsGiven two sqlqueries to wri
873,S
874,hown a function and asked to make it asynchronou
875,introduce yourselfrecent project 
876,how big was the team 
877,how you use to coordinate with each other 
878,what tool use
879,how did you learn angularjs
880,why angularjstesting framework use
881,what is dependency injection
882,what is restful servicesdiff between readonlyand const variables
883,what is heap
884,what is garbage collecto
885,how garbage collector works
886,how do you implement garbage collector externally
887,how dependency injection works in angularjs 
888,how do you call itdid you participate in codepeer review
889,how big is your team
890,what is the velocity of your teamare you comfortable in working frontend or fullstack
891,wh
892,what are the challenges you faced in your projec
893,How you solve them
894,what kind of difference you found in Indian work environment and in USdetails of the recent projectis your recent project livecan we access your recent applicati
895,how will you improve efficiency in your project
896,what is your day to day activity Any difficulti
897,Diff between managed and unmanaged codeDiff between class and objectDiff between stack and heap
898,What is
899,Net Framework
900,what is inheritance and advantages
901,What is Bootstrap in AngularJS
902,What is A
903, 
904,How did you achieve it
905,what are components in angular 
906,how did you write a REST Api
907, 
908,what is REST
909,what is Object oriented Design in Javascript 
910,what is interface Abstract clas
911,how did you create objects in javascript
912,what is javascript hoistingTell me about your NodeJS experience
913,What kind of Mongodb queries you have used
914,What middleware you used on expres
915,why are the advantages of AngularJ
916,what is the difference between ClientSide and Serverside Technologies
917,what is routing in Angularj
918,How did you use the Routing to develop SIngle Page Applications
919,What is databinding in angularjs
920,what is digest CycleModules and components in angular2services in angular2Eventbinding and property binding in angular2MVC Partial view  Layo
921,How does routing works in MVC
922,why do we need golb
923,asax
924,what is bundling and minififcationdifference between ViewResult and ActionResultJquery  Ajax calls
925,why do we use each in jquer
926,what is use of documn
927,Net
928,what are Delegate
929,How did you use CallBack function in Delegates
930,what is Execute Scalar and Execute NonQuerydifference between Truncate and Deleteunion vs UnionAllQuery on MAX functionQuery on self JoinDifference between Stroed Procedure and User defined Functi
931,How do you secure your WCF Servicedeploying from webserver  application server Configuration in securitycode reviewsAny static analyser toolsany tools used for code reviews
932,what is the technique that makes Single Page Applications wo
933,Here is the solution that I came up withclass Program      static void Mainstring args          int input  new int  1 2 3 2 5       int output  new int5      int counter  0      for int i  0 i lt input
934,3 
935,what are the different ways to render page
936,Differenec between Stored Procedure and FunctionsDataset vs DataReaderwhen will you use stored procedure to write sql select queries
937,what is connection pooling
938,How it works
939,what is Reflection
940,what is MVC PatternREST vs SOAPExplain MVC Pattern
941,What is use of Glo
942,1 Two coding questions sql server which involves update and group by clauses and other aggregated functions
943,How did you return multiple objects from a method
944,what is difference between angularjs and jquery in Perfomance
945,what is inheritancewhen do you use stored proceduresScenario based questions on SQL queries
946,what are optional parametersUser controls scenario based questio
947, given an input array like 3 1 3 1 4 2 create a function to output like this 3 1 2 1 3 42
948, SQL 
949,Whats the difference between trigger and stored procedur
950, AngularJS difference between watch apply and digest 
951,what is the difference between service and provide
952, MVC 
953,What is the order of ActionFilters and
954,how many types of ActionFilter
955, lock keyword and lock in entity framework
956, httpwww
957,comv1oraclegeuserIs this url follow the RESTful service rules
958, MVCC2
959, 
960,How can you avoid a method overriding in derived class
961, MVC life cycle6
962, AngularjsDirective to validate  in text inputscope and rootscopeComponent   D
963, SQLPrimary key and unique key
964,What is Stored Procedures   
965,Interviewed on technologies  Angular JS Angular 2 ASP
966,NET Web API Entity Framework
967,What is the difference between Web Application and SPA
968,What is Routing in angular JS
969,How do we define routesIn SPA when we click on a link then is a server request being madehave you worked with code analysis tools like refactorhave you worked with nunitscope vs rootscope
970,What is an MVC patter
971,what are the different types of routing
972,What is dependency injection
973,What are gener
974,Reverse First K elements of QueueInput  Q  10 20 30 40 50 60 70 80 90 100k  5Output  Q  50 40 30 20 10 60 70 80 90 100CMVC1
975,MVC life cycle
976,AngularjsDirective to validate  in text inputscopewatch digestSQLGet the student the details who obtained 2nd highest Marks
977,recent project  day to day activitiesArchitecture of recent projectAngular2viewChild
978,How do you make WEB API calls in angular2input output in angular2Difference bw AngularJs vs Angular2
979,How do you return XML data in AS
980,NET Web API
981,How do you use AngularJs in AS
982,NET MVCFilters in ASP
983,NET WEB APICan we use httppost to delete recordCustom filters custom authentication filters
984,How do you update multiple records using AD
985,NET with out using any loopsdata tables
986,Stored Procedure vs functionInteger arrays Input1 and Input2 return the maximum length of an subarray that appears in both arrays
987,Dont use any builtin methods  functionsUse minimum space complexityInputInput1 3241242117Input2 14211Output 4
988, About recent Project2
989, Angular Directives3
990, Angular Controllers4
991, MVC State Management5
992, MVC TempData ViewData6
993, Advantages of MVC7
994, 
995,What is the function to wrap up page content in bootstrap
996,what is the function to highlight data in bootstra
997,How did you provide security in your projectJavaScript this vs c this variablevar vs let differences
998,what are promises Promises vs Callbac
999,how did you protect your api from unauthorized access
1000,what are ClosuresWebAPI vs MVCAction FIlters in MVCError handling in MVC
1001,what are Data AnnotationsTypes of Action ResultsApllication ErrorAreas in MVCStored Procedure vs Functions
1002,what is Partition ByQueries to find 2nd top most salaryQuery to find duplicate id
1003,how did you handle exceptions in production
1004,what will you do if any page has high response time while in production
1005,How will you approa
1006,Face to Face round with ClientClient  FIS GlobalSince the client is a financial company they were more focused on multithreading for large volume transaction processing and security
1007,They asked questions on FIX Angular 2 
1008,how to secure the application  something related with JWT Multithreading C advance levellock multiple thread communication deadlocks and synchronization etc 
1009,How to secure a web API so that anon user cannot see the response from web api Deploying on IAS Memory Profili
1010,Difference between AngularJS vs Angular2
1011,How would you resolve Component Reference Error
1012,How did you do Angular Builddifference between a component and a directiveCommunication between ComponentsPropagate from one parent to multiple child components in Angular2can you do circular reference of modules
1013,How will you call apis from Angular2 
1014,How will you create error component for whole applicatio
1015,how did you protect your routes
1016,What is extension method in cOverriding and overloading in cDependency Injection C
1017,why did you using in 
1018,What are Http GetPostPutDeleteInnerJoinOuterJoinLeft Outer Joinwrite a query to find the least cost item in a tabl
1019,what if a query is working slow
1020,how would you resolve itif two users are updating a single row at a time 
1021,how would you notify one user that the other user is updating i
1022,what is the architecture you used in your projectDependency injection in c where did you used itExplain the lifecycle of MVC vs Webforms appshave you used handlers where exactly they come in a as
1023,net web application
1024,net vs fault exceptiontempdata vs viewbaghandle errors in mvcAction filters in MVCwhere did you use them any custom filtersRazor vs ASPX engineXML data through action to db response time is higher 
1025,how did you solve itAction result vs view result  types of viewresultvalidations in mvcDesign patterns in mvc respository singletonbind data from view to modelroute attributes in mvcunit testing in mvc 
1026,what kind of tools usedhave you used automapper
1027,what is jquery unobtrusivecall action from view in mvcbundling and minification cache
1028,what is view state is it encrypted where is it storedviewstate vs sessionsin proc vs outproc sessionslifecycle of a
1029,net application from iisvar vs dynamicextension methodsdelegates 
1030,what kind of delegates you usedinheritanceoverriding vs overloadingvar in javascript dynamic typed or compile time typedtype of var based on given valuesIenumerable vs Ienumeratorjoin in linqvarious types of joins questions on joinsquery to delete duplicate values if there is no primary key and identity columnfunctions types
1031,What is WSDL
1032,What is AAddress Bbinding CContractcan we have multiple address multiple binding and one endpointquestions varying on multiple and single endpointsaddressesbinding
1033,what is service contract message contractcan we have two contracts through one endpoin
1034,how did you generate proxy classesEnable cors in webapireturn result in webapi
1035,what are http status codes meantlike 400500200404204502e
1036,What is the HTML tag for a popup window
1037,What is a flexbox
1038,What is JS method to stop execution and debug cod
1039,How was the code review process in the team you worked in
1040,How did you implement your unit testsDid you strictly adhere to unit testing
1041,How was the code development process like in your team
1042,What is a closure
1043,What is the use of the let keyword in JSName a good example of closure usage in web application development
1044,What is the difference between a closure accessing data outside the function scope and a normal function accessing data outside of its scope
1045,Why are you changing jobs right n
1046,How do you access two collections in a MongoDB database without using callbacks Use promis
1047,Name and describe specific RESTful APIs you built in your projects
1048, It must be importable in another JS module using the require keyword
1049,Describe a complex feature that you implemented from front end to backendDescribe a situation when there was a conflict of ideas in your team
1050,What is the difference functions and procedures
1051,What is the difference between single promise and obserbles
1052,What is the difference between overloading and overrding
1053,What are sealed classes in C sharpHave you used filters in angularJ
1054,net MVC filters
1055,What is as
1056,net MVC web cycle
1057,What is as
1058,net web api and web service
1059,What is the difference between partial view and user control
1060,What are action filtersWHat is data validation in as
1061,Try to debug an angularJS application
1062,Basically data is not updating at the page
1063,What is a directive in Angularthey are designed to extend the htm
1064,How to secure a web apiUse token
1065,In angular 
1066,what is a promiseIt makes functions asynchronou
1067,What is the difference between TempData ViewData ViewBagData Adapter Data Reader Data Table and Dataset WHat is the difference between index cluster vs noncluster
1068,Why choose AngularJ
1069,What is the difference between interface and abtrac
1070,Nullable Types in CTalk about projects and background
1071,What is encapsulation in C
1072,What are pointers in C
1073,What is the difference between dynamic and objects in C sharpWHat is boxing and unboxin
1074,How do you pass a value in charp in different ways
1075,What is early binding in C
1076,What is a value type in 
1077,How do you sort an array and 
1078,what is the quickest way to do it
1079,What is two way binding in Angula
1080,Ask things on resume
1081,What is view State
1082,What is the difference between Cache and SessionsWrite SQL statements
1083,What is the security for angular 2 application
1084,What did you use triggers fo
1085, But other programming languages are also acceptable
1086,js files into one module
1087,What is an API and
1088,how does it work
1089,What is SP
1090,How can you use SPAExplain routi
1091,Do you know 
1092,what is a Partial ViewExplain Partial ViewSecond interviewCollections
1093,What its MVCMaximum number of records into a temp Table SQLInterfaceDelegatesPolymorphismSeparation of concernsSOLID principle
1094,What is Sigle Responsibility Princip
1095,Can you have two ltheadergts tag in html2
1096, 
1097,what does ltrouteroutletgt do can you have two ltrouteroutletgt in html
1098, 
1099,How to check garbage urls and return 404pag
1100,How to design front pag
1101,WCFDifference between ListArraylistWhich one is GenericampNoneGenericNullable types CIf you have view based on 2 tables which one will be updated firstTriggersValidations MVCCache Web Forms
1102,Angular Js         gt 
1103,What is controller promise Scope RootScope Services Databindingone way or Two way
1104,how to do that ValidationAngular 2         gt Services dependency injection Observablesubscribe Directive Databindingone way or Two way 
1105,how to do that routing ngIf Ng       s
1106,howValidationstructural directivesWebapi        gt Get Put Post Delete method Authentication Return type action result Ihttpresponsemessage allMVC       gt MVC architecture 
1107,How to transfer data between controller or view Tempdata Viewbag ViewData Validation Authentication FormWindowsand passport   
1108,what is passport authenticationC     gt Abstract class Interface Oop concept Extension Method Delegat
1109,how to use and 
1110,why we use Boxing and Unboxing Ref and Out parameter ref and value parameter Constant and read only Webconfig
1111,how many Webconfigcreated in project DisposeSql     gt Primary key FK CTE Trigger PerformanceOther    gt 
1112,How to improve the performance in front end and back end    gt Project management tool git or gitlab or tfs    gt 
1113,How many team member in team                        gt Did you face anytoughest ta
1114,Net
1115,What is GACSQLDifference between stored procedure and user defined functionExplain the SQL query for returning highest salary from employee tableExplain the SQL query for returning the second highest salary from employee tableOtherTell me about your current project
1116,What got you into codin
1117,How do you keep up with new technology
1118,What was the latest project you did on your own ti
1119,MVC QuestionsExplain ViewBag and ViewData
1120,NETExplain system exception and application exceptions
1121,NET framework
1122,MVC1
1123, Routing pattern5
1124, WCF vs Web APISQL1
1125, Grant in SQL3
1126, SQL Optimization
1127,What is Dependency Injection
1128,How did you use it in your Project
1129,What is AuthGuard  CanActiveDeActive
1130,How did you use it in your Project
1131,What are the observables and Rxjs library
1132,Why did you use two Ap
1133,How did you test in Postman
1134,What is the Router
1135,How did you use it
1136,What is Lazy Loading is it Automat
1137, Angular 
1138,What is closure
1139, SQL 
1140,Whats the difference between a function and a stored procedure
1141, SQL
1142,How many rows will there be if the two tables are leftjoined
1143,How many rows will there be if the two tables are rightjoined
1144,How many rows will there be if the two tables are innerjoined
1145, MVC 
1146,How to you connect to the database with or without Entity Framework
1147, SQL With SQL server 
1148,what would you do when there is a change of columns in the database
1149, JavaScript If I make five timeconsuming database callsat the same time 
1150,how does JavaScript process these calls
1151, Angular 
1152,What is Promise 
1153,Whats the difference between Promise and Observable
1154, Angular 
1155,What do you use CLI for1
1156, Angular 
1157,Whats the difference between a component and a directive Where did you use a directive
1158,How do you use it1
1159, 
1160,What is a REST API1
1161, 
1162,How do you enable web security in Web API1
1163, Angular uses TypeScript
1164, 
1165,How do you deploy an Angular application You need to create an executable applicatio
1166, Angular uses TypeScript
1167, 
1168,What happens when you deploy an application1
1169, 
1170,Whats the difference between a webform and an html form
1171,Angular1
1172, ways to optimize angular web application4
1173, 
1174,How can you only create one instance of Service through the whole application1
1175, some practices to secure an Angular Application14
